"RCS","CGI_LITHOLOGY_URI","CGI_LITHOLOGY_LABEL","INSP_LITHOLOGY_URI","INSP_LITHOLOGY_LABEL"
XCSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
DMTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diamicton,diamicton
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XDSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
BAANDT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
BA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
PESST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDMDCB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
SDMDCB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SDMDCB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SIMS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SIMS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SIMS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SISD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SISD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
SLLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SLLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
GNPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
MLMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MSPP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
QPSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
QPSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
BCLAVA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
HY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/fragmentalIgneousRock,fragmental igneous rock
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
PYBA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pyroclasticRock,pyroclastic rock
GN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
GNGP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MCGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
QFP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/porphyry,porphyry
AGG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
SPSCH,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SHMDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CHLK,,,http://inspire.ec.europa.eu/codelist/LithologyValue/chalk,chalk
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
CATUFA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/travertine,travertine
MLMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
PELGP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
SEMPEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
QZITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
GD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
BAMCP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BARPM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BARPMA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BLMU,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BLMU,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
SCAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SCAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
BREC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
CHLK,,,http://inspire.ec.europa.eu/codelist/LithologyValue/chalk,chalk
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
DI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diorite,diorite
GD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
HBT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/hornblendite,hornblendite
MZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/monzonite,monzonite
MZFO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/monzonite,monzonite
MZGP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/monzogranite,monzogranite
SEPITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/serpentinite,serpentinite
HY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/fragmentalIgneousRock,fragmental igneous rock
SDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MUG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
TRBA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/trachyticRock,trachytic rock
CYCCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CYCCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sedimentaryRock,sedimentary rock
CYCCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/arenite,arenite
HAMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/rockSalt,rock salt
HAMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
DI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/diorite,diorite
GD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granodiorite,granodiorite
GNB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
GNBF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
GNLP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
GNR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
TO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tonalite,tonalite
UMR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
XSVB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
TUAG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
AGG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
AGG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
GNFO,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
PEG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pegmatite,pegmatite
GNGNP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
GN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
GNGNP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
AGG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MMCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
CAMPTN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/exoticCompositionIgneousRock,exotic composition igneous rock
CGBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
CGBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SCOR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SCOR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
CPXW,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pyroxenite,pyroxenite
CPXW,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
MGBMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MGBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MGBSH,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
MPXT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
SEPITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/serpentinite,serpentinite
UMR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDLM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
BREC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
VCBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/pyroclasticRock,pyroclastic rock
PESST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
ANLTUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
RYLTUF,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SPELGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MLMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
PEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,pelite
GNL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
IGRU,,,http://inspire.ec.europa.eu/codelist/LithologyValue/igneousRock,igneous rock
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
S,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
OILS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/organicRichSedimentaryRock,organic rich sedimentary rock
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
CYCCM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
FTTT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
BAMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
BAMG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
BAR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
LMPY,,,http://inspire.ec.europa.eu/codelist/LithologyValue/exoticAlkalineRock,exotic alkaline rock
MAFI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basicIgneousRock,basic igneous rock
MCGB,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MGCP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/exoticCompositionIgneousRock,exotic composition igneous rock
MGCP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gabbro,gabbro
MONCHQ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ultramaficIgneousRock,ultramafic igneous rock
GN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/granite,granite
LMST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
SDSTGR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XVSZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSI,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
MDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
PSMGN,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
PESST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
MDSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
COSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
PESST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
BRSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
BRSS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
CGBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
CGBR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
MDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
MDSD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
BRSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/breccia,breccia
BRSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
BRSM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
SCON,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
SDSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/siltstone,siltstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
MCONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
SEMPEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
LSMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/limestone,limestone
LSMD,,,http://inspire.ec.europa.eu/codelist/LithologyValue/mudstone,mudstone
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
BA,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
CHRT,,,http://inspire.ec.europa.eu/codelist/LithologyValue/biogenicSilicaSedimentaryRock,biogenic silica sedimentary rock
CONG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/conglomerate,conglomerate
MSDM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,metamorphic rock
XZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/clay,clay
XZC,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
XZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sand,sand
XZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/gravelSizeSediment,gravel size sediment
XZSV,,,http://inspire.ec.europa.eu/codelist/LithologyValue/silt,silt
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
SDST,,,http://inspire.ec.europa.eu/codelist/LithologyValue/sandstone,sandstone
PMPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
CALSIR,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metasomaticRock,metasomatic rock
PSAMM,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSSL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
PSSP,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,psammite
QZITE,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
SEMPEL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SPPQ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/quartzite,quartzite
SPPQ,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
SPPS,,,http://inspire.ec.europa.eu/codelist/LithologyValue/metamorphicRock,semipelite
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
TUAG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/tuffBrecciaAgglomerateOrPyroclasticBreccia,"tuff-breccia, agglomerate, or pyroclastic breccia"
TUAG,,,http://inspire.ec.europa.eu/codelist/LithologyValue/ashTuffLapillistoneAndLapilliTuff,"ash tuff, lapillistone, and lapilli tuff"
COAL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/coal,coal
BABL,,,http://inspire.ec.europa.eu/codelist/LithologyValue/basalt,basalt
